uid,ELECYEAR,ID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,prim1,prim2,prim3,camp1,camp2,camp3,coal_lib,coal_dem,coal_kmei,coal_com,coal_soc,coal_koku,yn_medconst,yn_reps,yn_const,yn_defense,yn_preemp,yn_unsc,yn_nkorea,yn_smgov,yn_pubspend,yn_fiscalpol,yn_tax5yrs,yn_frgnvote,yn_frgnwork,yn_privacy,yn_tax10pc,yn_moral,ab_asiaus,ab_compet,ab_env,ab_singlemum,ab_trade,fav_masuzoe,fav_ozawa,fav_watanabe,fav_hashimoto,media_hp,media_sns,media_tv
1089.11.0,2014,199,広森＝すみ子,1,11.0,9.0,66.0,1,0,6,2,66.0,0,2.0,7.0,12.0,1.0,2.0,3.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,,,,,0.0,0.0,0.0
910.11.0,2014,200,山口＝泰明,1,11.0,10.0,53.0,3,5,1,1,66.0,1,3.0,6.0,4.0,1.0,2.0,3.0,,,,,,,,,,2.0,3.0,,2.0,3.0,1.0,2.0,,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,3.0,1.0,1.0
571.11.0,2014,201,坂本＝祐之輔,1,11.0,10.0,53.0,3,1,3,1,59.0,2,10.0,2.0,15.0,1.0,2.0,5.0,,,,,,,,,,2.0,3.0,,3.0,2.0,4.0,5.0,,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,,,,,5.0,3.0,0.0
1849.11.0,2014,202,石井＝祐一,1,11.0,10.0,66.0,1,0,6,1,63.0,0,7.0,12.0,6.0,1.0,3.0,4.0,,,,,,,,,,5.0,5.0,,5.0,5.0,2.0,2.0,,1.0,4.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,2.0,,,,,0.0,0.0,0.0
249.11.0,2014,203,今野＝智博,1,11.0,11.0,53.0,3,1,1,1,39.0,2,16.0,16.0,4.0,1.0,3.0,5.0,,,,,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,,5.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,4.0,2.0,0.0
1364.11.0,2014,204,柴岡＝祐真,1,11.0,11.0,66.0,1,0,6,1,30.0,0,7.0,5.0,15.0,1.0,3.0,5.0,,,,,,,,,,5.0,5.0,,3.0,5.0,2.0,3.0,,1.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,,,,,3.0,3.0,0.0
847.11.0,2014,205,小泉＝龍司,1,11.0,11.0,66.0,3,4,13,1,62.0,1,2.0,5.0,6.0,1.0,5.0,99.0,,,,,,,,,,3.0,3.0,,2.0,4.0,3.0,4.0,,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,,,,,4.0,99.0,0.0
2295.11.0,2014,206,野中＝厚,1,11.0,12.0,53.0,3,1,1,1,38.0,1,16.0,7.0,2.0,3.0,1.0,5.0,,,,,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,,5.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,,,,,2.0,3.0,0.0
1225.11.0,2014,207,本多＝平直,1,11.0,12.0,53.0,2,2,2,1,50.0,0,16.0,1.0,6.0,1.0,5.0,2.0,,,,,,,,,,3.0,3.0,,3.0,4.0,2.0,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,,,,,4.0,2.0,1.0
1416.11.0,2014,208,森田＝俊和,1,11.0,12.0,66.0,1,0,5,1,40.0,0,6.0,4.0,1.0,1.0,2.0,5.0,,,,,,,,,,2.0,4.0,,4.0,4.0,2.0,3.0,,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,,,,,5.0,3.0,1.0
2352.11.0,2014,209,鈴木＝千賀子,1,11.0,12.0,66.0,1,0,6,2,59.0,0,6.0,15.0,4.0,1.0,2.0,3.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,,,,,0.0,99.0,0.0
897.11.0,2014,210,山内＝康一,1,11.0,13.0,53.0,3,3,2,1,41.0,0,7.0,5.0,15.0,3.0,5.0,4.0,,,,,,,,,,3.0,5.0,,4.0,3.0,4.0,4.0,,5.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,,,,,5.0,0.0,3.0
120.11.0,2014,211,中村＝匡志,1,11.0,13.0,53.0,1,0,5,1,37.0,0,1.0,16.0,12.0,3.0,4.0,1.0,,,,,,,,,,1.0,1.0,,1.0,3.0,3.0,3.0,,5.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,,,,,2.0,2.0,0.0
553.11.0,2014,212,土屋＝品子,1,11.0,13.0,66.0,3,5,1,2,62.0,1,16.0,1.0,16.0,1.0,5.0,2.0,,,,,,,,,,1.0,3.0,,3.0,3.0,2.0,2.0,,5.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,,,,,2.0,0.0,3.0
1949.11.0,2014,213,秋山＝文和,1,11.0,13.0,66.0,1,0,6,1,67.0,0,12.0,15.0,7.0,2.0,3.0,5.0,,,,,,,,,,5.0,5.0,,3.0,5.0,1.0,3.0,,1.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,,,,,0.0,0.0,1.0
10.11.0,2014,214,三ツ林＝裕巳,1,11.0,14.0,53.0,3,1,1,1,59.0,1,6.0,13.0,4.0,1.0,4.0,3.0,,,,,,,,,,1.0,2.0,,1.0,4.0,1.0,1.0,,5.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,1.0,3.0,2.0
2365.11.0,2014,215,鈴木＝義弘,1,11.0,14.0,53.0,3,1,3,1,52.0,2,2.0,7.0,11.0,1.0,3.0,4.0,,,,,,,,,,2.0,3.0,,2.0,2.0,3.0,4.0,,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,99.0,4.0,,,,,4.0,2.0,2.0
2049.11.0,2014,216,苗村＝光雄,1,11.0,14.0,66.0,1,0,6,1,58.0,0,16.0,1.0,15.0,1.0,2.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,2.0,4.0,,1.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,1.0,,,,,5.0,3.0,0.0
1761.11.0,2014,217,田中＝良生,1,11.0,15.0,53.0,3,2,1,1,51.0,1,16.0,1.0,5.0,3.0,4.0,5.0,,,,,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,,,,,2.0,4.0,1.0
2465.11.0,2014,218,高山＝智司,1,11.0,15.0,53.0,2,3,2,1,44.0,0,5.0,6.0,3.0,3.0,4.0,5.0,,,,,,,,,,3.0,3.0,,3.0,3.0,4.0,4.0,,4.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,,,,,3.0,3.0,2.0
1775.11.0,2014,219,田村＝勉,1,11.0,15.0,66.0,1,0,6,1,66.0,0,16.0,12.0,15.0,1.0,2.0,3.0,,,,,,,,,,5.0,5.0,,3.0,5.0,2.0,3.0,,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,,,,,0.0,0.0,0.0
2399.12.0,2014,220,門山＝宏哲,1,12.0,1.0,54.0,3,1,1,1,50.0,2,16.0,1.0,5.0,5.0,3.0,4.0,,,,,,,,,,1.0,3.0,,3.0,3.0,3.0,2.0,,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,2.0,1.0,1.0
1772.12.0,2014,221,田嶋＝要,1,12.0,1.0,54.0,3,4,2,1,53.0,1,3.0,15.0,7.0,1.0,2.0,5.0,,,,,,,,,,2.0,3.0,,3.0,3.0,4.0,3.0,,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,,,,,4.0,3.0,2.0
1780.12.0,2014,222,田沼＝隆志,1,12.0,1.0,54.0,3,1,5,1,38.0,0,16.0,5.0,1.0,1.0,5.0,2.0,,,,,,,,,,1.0,1.0,,1.0,2.0,3.0,2.0,,5.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,,,,,5.0,4.0,4.0
503.12.0,2014,223,吉田＝直義,1,12.0,1.0,66.0,1,0,6,1,27.0,0,7.0,5.0,12.0,1.0,2.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,0.0,3.0,0.0
836.12.0,2014,224,小林＝鷹之,1,12.0,2.0,54.0,3,1,1,1,40.0,1,3.0,7.0,6.0,1.0,3.0,99.0,,,,,,,,,,1.0,99.0,,2.0,99.0,99.0,99.0,,5.0,99.0,99.0,1.0,1.0,99.0,1.0,3.0,2.0,4.0,,,,,3.0,3.0,1.0
2122.12.0,2014,225,藤巻＝健太,1,12.0,2.0,54.0,1,0,3,1,31.0,0,2.0,5.0,11.0,5.0,4.0,2.0,,,,,,,,,,2.0,3.0,,3.0,2.0,4.0,5.0,,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,,,,,1.0,2.0,0.0
814.12.0,2014,226,小松＝実,1,12.0,2.0,66.0,1,0,6,1,66.0,0,2.0,5.0,12.0,2.0,1.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,99.0,99.0,,1.0,99.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,,,,,5.0,3.0,0.0
1335.12.0,2014,227,松野＝博一,1,12.0,3.0,54.0,3,5,1,1,52.0,1,7.0,5.0,13.0,3.0,5.0,1.0,,,,,,,,,,2.0,2.0,,2.0,4.0,2.0,2.0,,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,,3.0,2.0,1.0
977.12.0,2014,228,岡島＝一正,1,12.0,3.0,54.0,2,2,7,1,57.0,0,10.0,2.0,6.0,5.0,4.0,1.0,,,,,,,,,,1.0,3.0,,2.0,4.0,1.0,2.0,,2.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,,,,,5.0,4.0,1.0
2427.12.0,2014,229,青山＝明日香,1,12.0,3.0,66.0,1,0,2,2,32.0,0,5.0,6.0,7.0,1.0,5.0,2.0,,,,,,,,,,2.0,3.0,,4.0,4.0,2.0,4.0,,3.0,3.0,4.0,2.0,99.0,4.0,4.0,2.0,4.0,3.0,,,,,4.0,2.0,0.0
1442.12.0,2014,230,椛沢＝洋平,1,12.0,3.0,66.0,1,0,6,1,35.0,0,3.0,5.0,15.0,5.0,1.0,2.0,,,,,,,,,,5.0,4.0,,5.0,5.0,4.0,4.0,,4.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,,,,,5.0,4.0,0.0
2314.12.0,2014,231,野田＝佳彦,1,12.0,4.0,54.0,3,6,2,1,57.0,1,5.0,6.0,10.0,1.0,3.0,2.0,,,,,,,,,,2.0,3.0,,3.0,4.0,3.0,4.0,,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,,,,,3.0,1.0,3.0
1209.12.0,2014,232,木村＝哲也,1,12.0,4.0,66.0,1,0,1,1,45.0,0,3.0,6.0,5.0,5.0,3.0,1.0,,,,,,,,,,1.0,3.0,,2.0,1.0,2.0,4.0,,5.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,99.0,,,,,2.0,1.0,0.0
1136.12.0,2014,233,斉藤＝和子,1,12.0,4.0,66.0,1,0,6,2,40.0,2,12.0,15.0,5.0,1.0,2.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,4.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,,,,,4.0,4.0,2.0
2149.12.0,2014,234,西尾＝憲一,1,12.0,4.0,66.0,1,0,13,1,64.0,0,1.0,15.0,7.0,1.0,5.0,2.0,,,,,,,,,,4.0,4.0,,4.0,3.0,2.0,3.0,,4.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,,,,,1.0,1.0,0.0
2095.12.0,2014,235,薗浦＝健太郎,1,12.0,5.0,66.0,3,2,1,1,42.0,1,16.0,1.0,5.0,3.0,5.0,1.0,,,,,,,,,,1.0,3.0,,3.0,3.0,2.0,2.0,,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,3.0,3.0,4.0
1267.12.0,2014,236,村越＝祐民,1,12.0,5.0,66.0,2,2,2,1,40.0,0,3.0,6.0,13.0,5.0,1.0,2.0,,,,,,,,,,1.0,5.0,,2.0,3.0,4.0,4.0,,1.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,,,,,5.0,4.0,1.0
1610.12.0,2014,237,浅野＝史子,1,12.0,5.0,66.0,1,0,6,2,44.0,0,16.0,7.0,5.0,1.0,2.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,0.0,4.0,0.0
1891.12.0,2014,238,石田＝和男,1,12.0,5.0,66.0,1,0,13,1,77.0,0,15.0,16.0,2.0,4.0,5.0,2.0,,,,,,,,,,4.0,3.0,,5.0,2.0,5.0,5.0,,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,,99.0,99.0,1.0
1662.12.0,2014,239,渡辺＝博道,1,12.0,6.0,54.0,3,5,1,1,64.0,1,7.0,6.0,5.0,1.0,5.0,3.0,,,,,,,,,,2.0,3.0,,3.0,3.0,2.0,1.0,,4.0,2.0,3.0,3.0,2.0,2.0,3.0,99.0,2.0,2.0,,,,,2.0,2.0,1.0
1744.12.0,2014,240,生方＝幸夫,1,12.0,6.0,54.0,3,5,2,1,67.0,0,1.0,15.0,2.0,5.0,99.0,99.0,,,,,,,,,,5.0,5.0,,4.0,5.0,3.0,3.0,,1.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,,,,,3.0,2.0,3.0
2279.12.0,2014,241,遠藤＝宣彦,1,12.0,6.0,66.0,2,1,5,1,51.0,0,6.0,2.0,1.0,5.0,3.0,4.0,,,,,,,,,,1.0,1.0,,1.0,3.0,3.0,3.0,,5.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,,,,1.0,3.0,1.0
42.12.0,2014,242,三輪＝由美,1,12.0,6.0,66.0,1,0,6,2,59.0,0,6.0,12.0,15.0,3.0,2.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,3.0,4.0,0.0
1143.12.0,2014,243,斎藤＝健,1,12.0,7.0,54.0,3,2,1,1,55.0,1,16.0,2.0,14.0,1.0,3.0,2.0,,,,,,,,,,2.0,3.0,,3.0,99.0,99.0,2.0,,5.0,99.0,2.0,1.0,2.0,2.0,99.0,2.0,2.0,99.0,,,,,2.0,0.0,3.0
1863.12.0,2014,244,石塚＝貞通,1,12.0,7.0,54.0,1,0,3,1,47.0,0,2.0,7.0,10.0,4.0,3.0,5.0,,,,,,,,,,2.0,2.0,,2.0,2.0,3.0,3.0,,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,,,,,4.0,4.0,2.0
2416.12.0,2014,245,阿部＝治正,1,12.0,7.0,54.0,1,0,8,1,60.0,0,7.0,15.0,1.0,5.0,4.0,3.0,,,,,,,,,,5.0,5.0,,5.0,3.0,3.0,5.0,,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,,,,,1.0,2.0,0.0
1685.12.0,2014,246,渡部＝隆夫,1,12.0,7.0,66.0,1,0,6,1,71.0,0,2.0,6.0,5.0,2.0,1.0,4.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,,,,,0.0,0.0,0.0
1390.12.0,2014,247,桜田＝義孝,1,12.0,8.0,54.0,3,5,1,1,64.0,1,2.0,10.0,11.0,1.0,2.0,3.0,,,,,,,,,,1.0,1.0,,1.0,3.0,2.0,3.0,,5.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,,,,,4.0,2.0,2.0
678.12.0,2014,248,太田＝和美,1,12.0,8.0,66.0,2,2,3,2,35.0,2,2.0,15.0,10.0,3.0,5.0,4.0,,,,,,,,,,3.0,4.0,,3.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,,,,,5.0,3.0,3.0
864.12.0,2014,249,小野里＝定良,1,12.0,8.0,66.0,1,0,6,1,67.0,0,12.0,7.0,15.0,1.0,3.0,2.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,0.0,0.0,0.0
1951.12.0,2014,250,秋本＝真利,1,12.0,9.0,54.0,3,1,1,1,39.0,1,16.0,15.0,13.0,1.0,99.0,99.0,,,,,,,,,,2.0,3.0,,2.0,2.0,2.0,2.0,,5.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,,,,,2.0,4.0,3.0
694.12.0,2014,251,奥野＝総一郎,1,12.0,9.0,54.0,3,2,2,1,50.0,2,3.0,2.0,11.0,1.0,5.0,2.0,,,,,,,,,,2.0,2.0,,3.0,4.0,4.0,2.0,,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,,,,,1.0,2.0,1.0
2173.12.0,2014,252,西田＝譲,1,12.0,9.0,54.0,3,1,5,1,39.0,0,5.0,1.0,12.0,1.0,5.0,4.0,,,,,,,,,,1.0,1.0,,1.0,3.0,2.0,3.0,,5.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,,,,,4.0,2.0,2.0
2515.12.0,2014,253,鴨志田＝安代,1,12.0,9.0,66.0,1,0,6,1,59.0,0,15.0,7.0,12.0,1.0,3.0,2.0,,,,,,,,,,5.0,5.0,,3.0,5.0,3.0,3.0,,1.0,2.0,5.0,5.0,5.0,5.0,5.0,99.0,5.0,1.0,,,,,3.0,3.0,0.0
1346.12.0,2014,254,林＝幹雄,1,12.0,10.0,54.0,3,7,1,1,67.0,1,16.0,13.0,1.0,3.0,4.0,1.0,,,,,,,,,,1.0,3.0,,3.0,3.0,99.0,2.0,,5.0,5.0,99.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,,,,,2.0,0.0,1.0
2211.12.0,2014,255,谷田川＝元,1,12.0,10.0,54.0,2,1,2,1,51.0,0,6.0,7.0,5.0,5.0,1.0,2.0,,,,,,,,,,3.0,3.0,,2.0,4.0,3.0,4.0,,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,,,,,2.0,2.0,1.0
1984.12.0,2014,256,笠原＝正実,1,12.0,10.0,66.0,1,0,6,1,60.0,0,5.0,2.0,5.0,3.0,2.0,4.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,,,,,0.0,0.0,0.0
1430.12.0,2014,257,森＝英介,1,12.0,11.0,54.0,3,8,1,1,66.0,1,16.0,15.0,7.0,1.0,5.0,3.0,,,,,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,,,,,1.0,0.0,1.0
2328.12.0,2014,258,金子＝健一,1,12.0,11.0,54.0,2,1,7,1,57.0,0,3.0,1.0,11.0,1.0,2.0,3.0,,,,,,,,,,3.0,4.0,,4.0,3.0,3.0,3.0,,2.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,,,,,1.0,3.0,0.0
1438.12.0,2014,259,椎名＝史明,1,12.0,11.0,66.0,1,0,6,1,57.0,0,2.0,6.0,15.0,1.0,3.0,2.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,,,,,0.0,3.0,0.0
1626.12.0,2014,260,浜田＝靖一,1,12.0,12.0,54.0,3,7,1,1,59.0,1,1.0,4.0,13.0,1.0,3.0,5.0,,,,,,,,,,1.0,5.0,,2.0,4.0,2.0,2.0,,5.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,,,,,1.0,1.0,1.0
2012.12.0,2014,261,米本＝展久,1,12.0,12.0,66.0,1,0,6,1,63.0,0,12.0,6.0,15.0,1.0,2.0,3.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,3.0,,1.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,,,,,0.0,0.0,0.0
1811.12.0,2014,262,白須賀＝貴樹,1,12.0,13.0,54.0,3,1,1,1,39.0,1,5.0,3.0,6.0,1.0,3.0,99.0,,,,,,,,,,1.0,1.0,,3.0,4.0,1.0,1.0,,5.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,,,,,4.0,2.0,0.0
2050.12.0,2014,263,若井＝康彦,1,12.0,13.0,54.0,3,3,2,1,68.0,0,7.0,6.0,11.0,5.0,1.0,2.0,,,,,,,,,,2.0,3.0,,3.0,4.0,3.0,3.0,,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,,,,,4.0,0.0,1.0
102.12.0,2014,264,中川＝勝敏,1,12.0,13.0,66.0,1,0,6,1,68.0,0,12.0,5.0,6.0,1.0,3.0,5.0,,,,,,,,,,5.0,5.0,,5.0,5.0,5.0,5.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,,,,,0.0,0.0,99.0
961.13.0,2014,265,山田＝美樹,1,13.0,1.0,55.0,3,1,1,2,40.0,1,3.0,6.0,5.0,1.0,2.0,3.0,,,,,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,5.0,3.0,0.0
1633.13.0,2014,266,海江田＝万里,1,13.0,1.0,55.0,3,6,2,1,65.0,0,7.0,5.0,6.0,4.0,1.0,5.0,,,,,,,,,,3.0,3.0,,3.0,5.0,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,,5.0,2.0,5.0
1666.13.0,2014,267,渡辺＝徹,1,13.0,1.0,55.0,1,0,5,1,36.0,0,3.0,5.0,6.0,1.0,5.0,2.0,,,,,,,,,,1.0,2.0,,1.0,3.0,2.0,4.0,,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,,,,,5.0,4.0,1.0
365.13.0,2014,268,冨田＝直樹,1,13.0,1.0,66.0,1,0,6,1,38.0,0,12.0,16.0,15.0,2.0,5.0,3.0,,,,,,,,,,5.0,5.0,,3.0,5.0,2.0,3.0,,1.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,1.0,,,,,5.0,3.0,1.0
439.13.0,2014,269,又吉＝光雄,0,13.0,1.0,66.0,1,0,12,1,70.0,0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,99.0,99.0,,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,99.0,99.0,99.0
2305.13.0,2014,270,野崎＝孝信,0,13.0,1.0,66.0,1,0,13,1,27.0,0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,99.0,99.0,,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,99.0,99.0,99.0
2252.13.0,2014,271,辻＝清人,1,13.0,2.0,55.0,3,1,1,1,35.0,1,3.0,2.0,1.0,3.0,4.0,1.0,,,,,,,,,,1.0,2.0,,2.0,2.0,4.0,2.0,,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,5.0,2.0,2.0
92.13.0,2014,272,中山＝義活,1,13.0,2.0,55.0,2,4,2,1,69.0,0,3.0,5.0,6.0,4.0,3.0,1.0,,,,,,,,,,3.0,4.0,,3.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,2.0,0.0,5.0
652.13.0,2014,273,大熊＝利昭,1,13.0,2.0,55.0,3,1,3,1,51.0,0,2.0,10.0,1.0,1.0,5.0,3.0,,,,,,,,,,2.0,5.0,,3.0,3.0,5.0,5.0,,5.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,,,,,3.0,4.0,99.0
1886.13.0,2014,274,石沢＝憲之,1,13.0,2.0,66.0,1,0,6,1,27.0,0,7.0,12.0,2.0,2.0,3.0,1.0,,,,,,,,,,5.0,5.0,,5.0,5.0,3.0,4.0,,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,,,,,0.0,3.0,0.0
1729.13.0,2014,275,犬丸＝勝子,1,13.0,2.0,66.0,1,0,12,2,59.0,0,12.0,15.0,10.0,1.0,5.0,2.0,,,,,,,,,,5.0,5.0,,5.0,1.0,3.0,3.0,,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,,,,,3.0,3.0,2.0
1859.13.0,2014,276,石原＝宏高,1,13.0,3.0,55.0,3,2,1,1,50.0,1,16.0,6.0,1.0,1.0,3.0,5.0,,,,,,,,,,1.0,3.0,,2.0,3.0,1.0,1.0,,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,4.0,2.0,2.0
1284.13.0,2014,277,松原＝仁,1,13.0,3.0,55.0,3,5,2,1,58.0,2,7.0,1.0,5.0,99.0,99.0,99.0,,,,,,,,,,2.0,2.0,,1.0,4.0,1.0,2.0,,5.0,4.0,4.0,4.0,1.0,99.0,99.0,99.0,99.0,2.0,,,,,3.0,1.0,5.0
2450.13.0,2014,278,香西＝克介,1,13.0,3.0,66.0,1,0,6,1,38.0,0,12.0,7.0,16.0,5.0,2.0,1.0,,,,,,,,,,5.0,5.0,,3.0,5.0,2.0,3.0,,1.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,,,,,4.0,4.0,1.0
1087.13.0,2014,279,平＝将明,1,13.0,4.0,55.0,3,3,1,1,47.0,1,16.0,16.0,2.0,5.0,2.0,3.0,,,,,,,,,,1.0,3.0,,3.0,2.0,5.0,4.0,,5.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,,,,,3.0,4.0,5.0
2134.13.0,2014,280,藤田＝憲彦,1,13.0,4.0,55.0,2,1,2,1,41.0,0,7.0,6.0,2.0,1.0,3.0,5.0,,,,,,,,,,1.0,5.0,,1.0,5.0,3.0,5.0,,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,,,,,5.0,4.0,1.0
1730.13.0,2014,281,犬伏＝秀一,1,13.0,4.0,55.0,1,0,5,1,58.0,0,1.0,2.0,5.0,5.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,4.0,2.0,4.0,,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,,,,,3.0,4.0,2.0
